date,season,neutral,playoff,team1,team2,elo1,elo2,elo_prob1,score1,score2,result1
1964-10-25,1964,0,0,ARI,DAL,1542.908,1384.769,0.783213331546719,13,31,0
1964-10-25,1964,0,0,TEN,LAC,1423.36,1555.158,0.405037144631455,17,20,0
1964-10-25,1964,0,0,OAK,DEN,1404.949,1303.439,0.722823104576102,40,7,1
1964-10-25,1964,0,0,WSH,CHI,1345.054,1537.433,0.32448140224234,27,20,1
1964-10-25,1964,0,0,DET,IND,1595.65,1626.828,0.548520598186869,0,34,0
1964-10-31,1964,0,0,NYJ,NE,1426.143,1551.188,0.414438456109765,35,14,1
1964-11-01,1964,0,0,DET,LAR,1556.037,1509.012,0.655852988898801,37,17,1
1964-11-01,1964,0,0,PIT,CLE,1450.767,1577.071,0.412680763605828,17,30,0
1964-11-01,1964,0,0,IND,SF,1666.44,1366.632,0.890903534197525,37,7,1
1964-11-01,1964,0,0,BUF,TEN,1609.565,1412.461,0.818882098667169,24,10,1
1964-11-01,1964,0,0,MIN,GB,1479.831,1605.829,0.413107767923893,13,42,0
1964-11-01,1964,0,0,LAC,OAK,1566.057,1423.122,0.767985338784889,31,17,1
1964-11-01,1964,0,0,NYG,ARI,1468.783,1491.579,0.560439455631549,34,17,1
1964-11-01,1964,0,0,PHI,WSH,1477.866,1374.874,0.724529051630142,10,21,0
1964-11-01,1964,0,0,KC,DEN,1442.248,1285.266,0.782080357246852,49,39,1
1964-11-01,1964,0,0,CHI,DAL,1507.612,1436.097,0.686938155531355,10,24,0
1964-11-06,1964,0,0,NE,TEN,1513.973,1403.696,0.732819608676317,25,24,1
1964-11-08,1964,0,0,CLE,WSH,1598.262,1413.859,0.807784639476035,34,24,1
1964-11-08,1964,0,0,KC,OAK,1451.741,1411.641,0.646800359628051,42,7,1
1964-11-08,1964,0,0,ARI,PIT,1466.647,1429.576,0.642806916389456,34,30,1
1964-11-08,1964,0,0,GB,DET,1633.172,1575.977,0.668943592374202,30,7,1
1964-11-08,1964,0,0,DEN,LAC,1275.773,1577.538,0.203764691816852,20,31,0
1964-11-08,1964,0,0,NYG,DAL,1493.715,1475.764,0.617158388111186,21,31,0
1964-11-08,1964,0,0,LAR,PHI,1489.072,1438.882,0.65995348589028,20,10,1
1964-11-08,1964,0,0,CHI,IND,1467.946,1672.867,0.308860914994908,24,40,0
1964-11-08,1964,0,0,NYJ,BUF,1463.358,1618.33,0.373338626959722,7,20,0
1964-11-08,1964,0,0,MIN,SF,1452.488,1360.205,0.712056652972684,24,7,1
1964-11-15,1964,0,0,DAL,PHI,1506.521,1423.385,0.701141470540328,14,17,0
1964-11-15,1964,0,0,KC,LAC,1475.901,1586.68,0.434497357005351,14,28,0
1964-11-15,1964,0,0,IND,MIN,1689.322,1468.022,0.838630749354195,17,14,1
1964-11-15,1964,0,0,PIT,WSH,1418.588,1405.579,0.610414742591458,0,30,0
1964-11-15,1964,0,0,OAK,TEN,1387.481,1400.265,0.574584164031574,20,10,1
1964-11-15,1964,0,0,SF,GB,1344.67,1653.107,0.197604191117702,24,14,1
1964-11-15,1964,0,0,DEN,NYJ,1266.63,1444.427,0.343144654867831,20,16,1
1964-11-15,1964,0,0,ARI,NYG,1477.635,1462.958,0.612695692527281,10,10,0.5
1964-11-15,1964,0,0,BUF,NE,1637.261,1517.403,0.743478656648971,28,36,0
1964-11-15,1964,0,0,CLE,DET,1606.542,1556.042,0.660353840638891,37,21,1
1964-11-15,1964,0,0,LAR,CHI,1504.569,1451.491,0.663674327929937,24,34,0
1964-11-20,1964,0,0,NE,DEN,1553.072,1288.916,0.869298929460172,12,7,1
1964-11-22,1964,0,0,NYG,PIT,1466.395,1375.124,0.710860756975586,17,44,0
1964-11-22,1964,0,0,LAR,IND,1470.935,1693.281,0.287868996433489,7,24,0
1964-11-22,1964,0,0,DET,MIN,1537.756,1464.064,0.689626841088679,23,23,0.5
1964-11-22,1964,0,0,CHI,SF,1485.124,1387.939,0.717807488491757,23,21,1
1964-11-22,1964,0,0,GB,CLE,1609.838,1624.828,0.57147721452598,28,21,1
1964-11-22,1964,0,0,OAK,NYJ,1407.41,1422.141,0.571842289397015,35,26,1
1964-11-22,1964,0,0,TEN,KC,1380.336,1452.848,0.489191047257143,19,28,0
1964-11-22,1964,0,0,WSH,DAL,1449.044,1485.678,0.540731493969985,28,16,1
1964-11-22,1964,0,0,PHI,ARI,1444.228,1474.198,0.550242091169147,13,38,0
1964-11-26,1964,0,0,LAC,BUF,1609.734,1601.592,0.603731893861063,24,27,0
1964-11-26,1964,0,0,DET,CHI,1531.973,1490.899,0.648080173198975,24,27,0
1964-11-29,1964,0,0,CLE,PHI,1607.402,1407.793,0.821010954586149,38,24,1
1964-11-29,1964,0,0,NYJ,KC,1402.864,1475.299,0.489301807907435,27,14,1
1964-11-29,1964,0,0,DEN,OAK,1284.842,1426.687,0.391179872997822,20,20,0.5
1964-11-29,1964,0,0,SF,IND,1382.164,1708.811,0.181508399389504,3,14,0
1964-11-29,1964,0,0,MIN,LAR,1469.847,1455.405,0.612374632039362,34,13,1
1964-11-29,1964,0,0,PIT,ARI,1426.121,1510.633,0.471949458605615,20,21,0
1964-11-29,1964,0,0,TEN,NE,1357.885,1557.146,0.315858931353153,17,34,0
1964-11-29,1964,0,0,DAL,GB,1462.418,1627.264,0.360139257915977,21,45,0
1964-11-29,1964,0,0,WSH,NYG,1472.304,1415.398,0.66857506732313,36,21,1
1964-12-05,1964,0,0,CHI,GB,1509.778,1649.442,0.394173963342339,3,17,0
1964-12-06,1964,0,0,WSH,PIT,1489.717,1419.636,0.685160200186639,7,14,0
1964-12-06,1964,0,0,NYG,MIN,1397.984,1492.975,0.456946363957837,21,30,0
1964-12-06,1964,0,0,IND,DET,1716.873,1513.094,0.824511314897751,14,31,0
1964-12-06,1964,0,0,SF,LAR,1374.103,1432.277,0.509822139913203,28,7,1
1964-12-06,1964,0,0,LAC,NYJ,1592.419,1429.911,0.787453130104359,38,3,1
1964-12-06,1964,0,0,ARI,CLE,1517.118,1616.055,0.451315467277684,28,19,1
1964-12-06,1964,0,0,KC,NE,1448.253,1574.355,0.412962627577567,24,31,0
1964-12-06,1964,0,0,PHI,DAL,1399.14,1440.24,0.534340714844698,24,14,1
1964-12-06,1964,0,0,OAK,BUF,1423.368,1618.907,0.320506983930716,16,13,1
1964-12-12,1964,0,0,NYG,CLE,1377.224,1590.392,0.298819931806995,20,52,0
1964-12-13,1964,0,0,DET,SF,1567.391,1404.312,0.788002747786986,24,7,1
1964-12-13,1964,0,0,LAC,KC,1606.225,1431.542,0.798947032343544,6,49,0
1964-12-13,1964,0,0,LAR,GB,1402.067,1670.09,0.23709107074094,24,24,0.5
1964-12-13,1964,0,0,DEN,BUF,1288.161,1598.879,0.195530526234105,19,30,0
1964-12-13,1964,0,0,CHI,MIN,1489.13,1513.735,0.5578725425347,14,41,0
1964-12-13,1964,0,0,ARI,PHI,1542.782,1421.232,0.745331829574295,36,34,1
1964-12-13,1964,0,0,TEN,NYJ,1340.676,1416.105,0.484995968604792,33,17,1
1964-12-13,1964,0,0,IND,WSH,1662.577,1459.358,0.824044393645763,45,17,1
1964-12-13,1964,0,0,DAL,PIT,1418.148,1449.995,0.547566719119327,17,14,1
1964-12-20,1964,0,0,OAK,LAC,1443.396,1538.364,0.456979218389592,21,20,1
1964-12-20,1964,0,0,TEN,DEN,1369.997,1279.42,0.710038945565576,34,15,1
1964-12-20,1964,0,0,KC,NYJ,1499.403,1386.784,0.735450946873512,24,7,1
1964-12-20,1964,0,0,NE,BUF,1591.066,1607.62,0.569271029588998,14,24,0
1964-12-26,1964,0,1,BUF,LAC,1635.536,1530.732,0.726605999725417,20,7,1
1964-12-27,1964,0,1,CLE,IND,1609.97,1673.139,0.502634996421624,27,0,1
1965-09-11,1965,0,0,LAC,DEN,1513.224,1343.796,0.794043954841338,34,31,1
1965-09-11,1965,0,0,BUF,NE,1600.955,1543.767,0.668934668607864,24,7,1
1965-09-12,1965,0,0,OAK,KC,1469.019,1510.702,0.533505572637168,37,10,1
1965-09-12,1965,0,0,TEN,NYJ,1425.815,1416.756,0.604994068714753,27,21,1
1965-09-18,1965,0,0,NYJ,KC,1401.883,1479.939,0.481219744802068,10,14,0
1965-09-19,1965,0,0,WSH,CLE,1467.53,1597.059,0.408188575089576,7,17,0
1965-09-19,1965,0,0,SF,CHI,1430.472,1469.17,0.537779477104406,52,24,1
1965-09-19,1965,0,0,DEN,BUF,1338.636,1619.086,0.224395971589511,15,30,0
1965-09-19,1965,0,0,DAL,NYG,1455.337,1406.764,0.657861487601048,31,2,1
1965-09-19,1965,0,0,OAK,LAC,1499.782,1518.385,0.566376548152939,6,17,0
1965-09-19,1965,0,0,DET,LAR,1553.996,1441.724,0.735062126285848,20,0,1
1965-09-19,1965,0,0,TEN,NE,1440.687,1525.636,0.471322588953091,31,10,1
1965-09-19,1965,0,0,PIT,GB,1460.091,1609.714,0.380570100348147,9,41,0
1965-09-19,1965,0,0,PHI,ARI,1445.716,1533.627,0.467076129906653,34,27,1
1965-09-19,1965,0,0,IND,MIN,1595.013,1536.073,0.671164357289039,35,16,1
1965-09-24,1965,0,0,NE,DEN,1492.653,1327.303,0.790178415507658,10,27,0
1965-09-25,1965,0,0,LAR,CHI,1426.795,1438.409,0.576229630812399,30,28,1
1965-09-26,1965,0,0,OAK,TEN,1471.027,1473.67,0.588787626276347,21,17,1
1965-09-26,1965,0,0,PHI,NYG,1468.113,1384.633,0.701556245338998,14,16,0
1965-09-26,1965,0,0,DAL,WSH,1477.468,1448.512,0.632011106949317,27,7,1
1965-09-26,1965,0,0,GB,IND,1635.342,1613.665,0.62221323204333,20,17,1
1965-09-26,1965,0,0,CLE,ARI,1616.077,1511.23,0.726655168314985,13,49,0
1965-09-26,1965,0,0,MIN,DET,1517.422,1568.926,0.519412542355356,29,31,0
1965-09-26,1965,0,0,LAC,KC,1547.139,1495.337,0.662032824141321,10,10,0.5
1965-09-26,1965,0,0,SF,PIT,1461.233,1434.464,0.629078319917241,27,17,1
1965-09-26,1965,0,0,BUF,NYJ,1630.419,1386.485,0.855495113492056,33,21,1
1965-10-03,1965,0,0,LAC,TEN,1542.197,1460.798,0.699042059209293,31,14,1
1965-10-03,1965,0,0,PIT,NYG,1417.387,1401.163,0.614806772404283,13,23,0
1965-10-03,1965,0,0,DET,WSH,1580.409,1427.023,0.778531807700208,14,10,1
1965-10-03,1965,0,0,IND,SF,1603.587,1478.309,0.749383730925186,27,24,1
1965-10-03,1965,0,0,DEN,NYJ,1378.323,1379.985,0.590154192565002,16,13,1
1965-10-03,1965,0,0,KC,NE,1500.279,1441.633,0.670790731781597,27,17,1
1965-10-03,1965,0,0,PHI,CLE,1451.582,1559.209,0.438960781817114,17,35,0
1965-10-03,1965,0,0,GB,CHI,1645.419,1429.319,0.834538684481456,23,14,1
1965-10-03,1965,0,0,LAR,MIN,1435.885,1505.939,0.492727222310863,35,38,0
1965-10-03,1965,0,0,BUF,OAK,1636.919,1483.899,0.778168328741646,17,12,1
1965-10-04,1965,0,0,ARI,DAL,1568.098,1498.957,0.683991778551517,20,13,1
1965-10-08,1965,0,0,NE,OAK,1426.685,1476.666,0.521600625281652,10,24,0
1965-10-09,1965,0,0,MIN,NYG,1519.569,1431.779,0.706724803829502,40,14,1
1965-10-09,1965,0,0,CLE,PIT,1584.567,1386.772,0.819471302288707,24,19,1
1965-10-10,1965,0,0,DAL,PHI,1486.57,1426.224,0.672948153323037,24,35,0
1965-10-10,1965,0,0,DEN,KC,1389.368,1515.227,0.413301777154463,23,31,0
1965-10-10,1965,0,0,IND,DET,1609.983,1586.894,0.62412195453942,31,7,1
1965-10-10,1965,0,0,BUF,LAC,1644.152,1558.509,0.70415666272064,3,34,0
1965-10-10,1965,0,0,CHI,LAR,1422.562,1422.255,0.592892859414907,31,6,1
1965-10-10,1965,0,0,WSH,ARI,1420.538,1580.485,0.36666314602392,16,37,0
1965-10-10,1965,0,0,GB,SF,1652.176,1471.914,0.804056243937744,27,10,1
1965-10-16,1965,0,0,NYJ,OAK,1368.939,1505.111,0.398984305750526,24,24,0.5
1965-10-17,1965,0,0,DEN,TEN,1371.695,1444.486,0.488789728675346,28,17,1
1965-10-17,1965,0,0,NYG,PHI,1413.702,1461.689,0.524464124871037,35,27,1
1965-10-17,1965,0,0,WSH,IND,1398.808,1633.249,0.273809294428061,7,38,0
1965-10-17,1965,0,0,DET,GB,1563.627,1662.367,0.451596300698569,21,31,0
1965-10-17,1965,0,0,CLE,DAL,1590.346,1451.105,0.764174799776409,23,17,1
1965-10-17,1965,0,0,PIT,ARI,1380.993,1602.215,0.289197221819433,7,20,0
1965-10-17,1965,0,0,KC,BUF,1532.901,1591.756,0.508842443859498,7,23,0
1965-10-17,1965,0,0,LAR,SF,1396.492,1461.723,0.499667564326184,21,45,0
1965-10-17,1965,0,0,MIN,CHI,1537.645,1448.325,0.70854693648089,37,45,0
1965-10-17,1965,0,0,NE,LAC,1398.24,1610.905,0.299426969363536,13,13,0.5
1965-10-23,1965,0,0,NYJ,LAC,1372.02,1604.788,0.27572837947336,9,34,0
1965-10-24,1965,0,0,OAK,NE,1502.03,1404.358,0.71837499747986,30,21,1
1965-10-24,1965,0,0,ARI,WSH,1616.467,1381.187,0.849226935955059,20,24,0
1965-10-24,1965,0,0,PHI,PIT,1440.952,1366.741,0.690265950295637,14,20,0
1965-10-24,1965,0,0,IND,LAR,1650.871,1364.328,0.88325729949039,35,20,1
1965-10-24,1965,0,0,SF,MIN,1493.887,1504.159,0.578114913819409,41,42,0
1965-10-24,1965,0,0,TEN,KC,1418.989,1503.987,0.471252304823521,38,36,1
1965-10-24,1965,0,0,CHI,DET,1481.811,1542.297,0.506495802698815,38,10,1
1965-10-24,1965,0,0,BUF,DEN,1620.67,1397.191,0.840321026960648,31,13,1
1965-10-24,1965,0,0,GB,DAL,1683.697,1442.707,0.853387419925839,13,3,1
1965-10-24,1965,0,0,NYG,CLE,1434.439,1598.745,0.360855886111075,14,38,0
1965-10-31,1965,0,0,WSH,PHI,1412.843,1412.273,0.593258231387544,23,21,1
1965-10-31,1965,0,0,BUF,TEN,1628.983,1430.714,0.819874608917139,17,19,0
1965-10-31,1965,0,0,CLE,MIN,1620.972,1512.378,0.73091844824436,17,27,0
1965-10-31,1965,0,0,LAC,NE,1621.482,1392.281,0.844691379550348,6,22,0
1965-10-31,1965,0,0,KC,OAK,1492.262,1514.106,0.561789024782043,14,7,1
1965-10-31,1965,0,0,CHI,GB,1514.978,1689.87,0.346923676015345,31,10,1
1965-10-31,1965,0,0,NYJ,DEN,1355.326,1388.878,0.545134117556977,45,10,1
1965-10-31,1965,0,0,SF,IND,1485.668,1656.453,0.352299345266635,28,34,0
1965-10-31,1965,0,0,NYG,ARI,1412.211,1584.811,0.349918973013818,14,10,1
1965-10-31,1965,0,0,PIT,DAL,1395.42,1436.534,0.534320662208766,22,13,1
1965-10-31,1965,0,0,LAR,DET,1358.746,1509.129,0.379539314210712,7,31,0
1965-11-07,1965,0,0,CHI,IND,1557.475,1669.534,0.432687784773693,21,26,0
1965-11-07,1965,0,0,NE,BUF,1447.534,1608.519,0.365276684220951,7,23,0
1965-11-07,1965,0,0,MIN,LAR,1550.434,1335.225,0.833829235420029,24,13,1
1965-11-07,1965,0,0,NYG,WSH,1434.213,1421.521,0.609980702466687,7,23,0
1965-11-07,1965,0,0,DEN,LAC,1356.737,1566.229,0.30327246167703,21,35,0
1965-11-07,1965,0,0,KC,NYJ,1510.136,1387.467,0.746552568651619,10,13,0
1965-11-07,1965,0,0,CLE,PHI,1582.916,1403.595,0.803201417398861,38,34,1
1965-11-07,1965,0,0,ARI,PIT,1562.809,1416.635,0.771290996459243,21,17,1
1965-11-07,1965,0,0,TEN,OAK,1451.177,1496.232,0.528671673516708,21,33,0
1965-11-07,1965,0,0,DAL,SF,1415.319,1472.586,0.511126844261666,39,31,1
1965-11-07,1965,0,0,GB,DET,1647.374,1532.65,0.737801797989177,7,12,0
1965-11-14,1965,0,0,MIN,IND,1557.76,1684.715,0.411772770523115,21,41,0
1965-11-14,1965,0,0,CLE,NYG,1588.618,1398.383,0.812943479371457,34,21,1
1965-11-14,1965,0,0,TEN,DEN,1423.809,1341.324,0.700355629024393,21,31,0
1965-11-14,1965,0,0,PHI,WSH,1397.893,1457.351,0.50797490275071,21,14,1
1965-11-14,1965,0,0,KC,LAC,1487.507,1581.643,0.458167941173602,31,7,1
1965-11-14,1965,0,0,OAK,BUF,1523.601,1628.352,0.443042026989649,14,17,0
1965-11-14,1965,0,0,NE,NYJ,1427.701,1410.096,0.616687683146959,20,30,0
1965-11-14,1965,0,0,GB,LAR,1618.582,1327.9,0.885691744551536,6,3,1
1965-11-14,1965,0,0,CHI,ARI,1542.294,1569.526,0.554139437541395,34,13,1
1965-11-14,1965,0,0,DET,SF,1561.441,1451.178,0.732803829165161,21,27,0
1965-11-14,1965,0,0,DAL,PIT,1436.727,1409.918,0.629132046561506,24,17,1
1965-11-21,1965,0,0,DEN,OAK,1377.325,1511.535,0.401695667526411,20,28,0
1965-11-21,1965,0,0,NYJ,TEN,1440.825,1387.808,0.663595944272089,41,14,1
1965-11-21,1965,0,0,ARI,NYG,1542.428,1389.537,0.778040115698428,15,28,0
1965-11-21,1965,0,0,MIN,GB,1533.374,1621.31,0.467040308181802,13,38,0
1965-11-21,1965,0,0,DAL,CLE,1451.533,1597.464,0.385592734790051,17,24,0
1965-11-21,1965,0,0,SF,LAR,1482.166,1325.172,0.782092129951197,30,27,1
1965-11-21,1965,0,0,IND,PHI,1709.101,1418.305,0.885758166378706,34,24,1
1965-11-21,1965,0,0,DET,CHI,1530.453,1569.392,0.537434612293725,10,17,0
1965-11-21,1965,0,0,PIT,WSH,1395.112,1436.939,0.533299264837585,3,31,0
1965-11-21,1965,0,0,NE,KC,1396.972,1522.857,0.413265485609692,10,10,0.5
1965-11-25,1965,0,0,LAC,BUF,1546.293,1640.418,0.458183660680836,20,20,0.5
1965-11-25,1965,0,0,DET,IND,1507.834,1713.817,0.307557447839012,24,24,0.5
1965-11-28,1965,0,0,NYG,CHI,1435.117,1592.012,0.370752451973516,14,35,0
1965-11-28,1965,0,0,PIT,CLE,1358.814,1612.932,0.251872441936096,21,42,0
1965-11-28,1965,0,0,LAR,GB,1319.684,1651.43,0.177188440029854,21,10,1
1965-11-28,1965,0,0,MIN,SF,1503.254,1487.654,0.613955759312827,24,45,0
1965-11-28,1965,0,0,ARI,PHI,1496.848,1413.589,0.701289814632246,24,28,0
1965-11-28,1965,0,0,KC,TEN,1520.212,1366.53,0.778825456993758,52,21,1
1965-11-28,1965,0,0,NYJ,NE,1462.103,1399.617,0.67565359336369,23,27,0
1965-11-28,1965,0,0,WSH,DAL,1473.237,1436.066,0.642939077465836,34,31,1
1965-12-04,1965,0,0,LAC,NYJ,1547.568,1439.017,0.730869762499115,38,7,1
1965-12-05,1965,0,0,CLE,WSH,1627.27,1482.698,0.769660182091822,24,16,1
1965-12-05,1965,0,0,NYG,PIT,1413.116,1344.475,0.68336932820133,35,10,1
1965-12-05,1965,0,0,GB,MIN,1604.895,1463.856,0.766034909644727,24,19,1
1965-12-05,1965,0,0,SF,DET,1527.053,1513.703,0.610881448551092,17,14,1
1965-12-05,1965,0,0,ARI,LAR,1472.643,1366.218,0.728455720505647,3,27,0
1965-12-05,1965,0,0,OAK,DEN,1528.649,1360.211,0.793110405726824,24,13,1
1965-12-05,1965,0,0,PHI,DAL,1437.793,1426.606,0.607917671867551,19,21,0
1965-12-05,1965,0,0,IND,CHI,1707.948,1614.013,0.714002502078054,0,13,0
1965-12-05,1965,0,0,TEN,BUF,1352.585,1639.143,0.218335906129892,18,29,0
1965-12-11,1965,0,0,DAL,ARI,1440.442,1421.784,0.618119520596182,27,13,1
1965-12-12,1965,0,0,DEN,NE,1350.915,1422.704,0.490231086930217,20,28,0
1965-12-12,1965,0,0,BUF,KC,1649.001,1534.156,0.737936519994782,34,25,1
1965-12-12,1965,0,0,LAR,CLE,1417.077,1636.512,0.291316375384086,42,7,1
1965-12-12,1965,0,0,IND,GB,1667.328,1612.561,0.665841065945492,27,42,0
1965-12-12,1965,0,0,TEN,LAC,1342.727,1564.859,0.288121598970595,26,37,0
1965-12-12,1965,0,0,CHI,SF,1654.633,1537.471,0.740507654259246,61,20,1
1965-12-12,1965,0,0,PIT,PHI,1325.025,1423.957,0.451322594646716,13,47,0
1965-12-12,1965,0,0,OAK,NYJ,1537.945,1421.726,0.739463203924441,24,14,1
1965-12-12,1965,0,0,WSH,NYG,1473.456,1432.566,0.647838563662334,10,27,0
1965-12-12,1965,0,0,DET,MIN,1503.286,1456.19,0.655945232634166,7,29,0
1965-12-18,1965,0,0,LAR,IND,1471.704,1628.28,0.371180956002151,17,20,0
1965-12-18,1965,0,0,NE,TEN,1444.18,1329.363,0.737905348624703,42,14,1
1965-12-19,1965,0,0,ARI,CLE,1401.859,1581.886,0.340257114955096,24,27,0
1965-12-19,1965,0,0,NYJ,BUF,1410.182,1660.157,0.256392914575423,14,12,1
1965-12-19,1965,0,0,LAC,OAK,1578.223,1549.489,0.631713843641369,24,14,1
1965-12-19,1965,0,0,SF,GB,1519.556,1651.609,0.404683456920129,24,24,0.5
1965-12-19,1965,0,0,PHI,DET,1455.562,1459.943,0.586363179545638,28,35,0
1965-12-19,1965,0,0,KC,DEN,1523,1329.439,0.815837513166378,45,35,1
1965-12-19,1965,0,0,NYG,DAL,1471.91,1460.367,0.608406022263155,20,38,0
1965-12-19,1965,0,0,WSH,PIT,1434.112,1293.42,0.765676717961617,35,14,1
1965-12-19,1965,0,0,CHI,MIN,1672.548,1499.532,0.797401193973156,17,24,0
1965-12-26,1965,0,1,LAC,BUF,1595.164,1642.319,0.525658460488045,0,23,0
1965-12-26,1965,0,1,GB,IND,1648.702,1638.16,0.607032330001567,13,10,1
1966-01-02,1965,0,1,GB,CLE,1659.236,1590.851,0.683050379071925,23,12,1
1966-09-02,1966,0,0,MIA,OAK,1300,1523.365,0.286667995465597,14,23,0
1966-09-03,1966,0,0,TEN,DEN,1377.03,1382.69,0.584576336545498,45,7,1
1966-09-04,1966,0,0,LAC,BUF,1542.653,1619.002,0.483673282597484,27,7,1
1966-09-09,1966,0,0,MIA,NYJ,1287.685,1453.681,0.3586151842108,14,19,0
1966-09-10,1966,0,0,LAC,NE,1574.255,1475.332,0.719829622720099,24,0,1
1966-09-10,1966,0,0,GB,IND,1617.725,1586.751,0.634708634682626,24,3,1
1966-09-10,1966,0,0,TEN,OAK,1406.669,1535.681,0.408907707383922,31,0,1
1966-09-11,1966,0,0,ATL,LAR,1300,1476.216,0.345198898529877,14,19,0
1966-09-11,1966,0,0,PIT,NYG,1355.115,1458.193,0.445419709825526,34,34,0.5
1966-09-11,1966,0,0,WSH,CLE,1466.573,1552.333,0.4701594633049,14,38,0
1966-09-11,1966,0,0,BUF,KC,1587.4,1522.269,0.678981309164859,20,42,0
1966-09-11,1966,0,0,SF,MIN,1516.642,1526.146,0.579192804214129,20,20,0.5
1966-09-11,1966,0,0,ARI,PHI,1430.262,1455.323,0.557224999339556,16,13,1
1966-09-11,1966,0,0,DET,CHI,1491.68,1591.908,0.449475857216701,14,3,1
1966-09-16,1966,0,0,LAR,CHI,1487.991,1564.103,0.484013996885447,31,17,1
1966-09-18,1966,0,0,OAK,KC,1493.481,1567.524,0.486989014836858,10,32,0
1966-09-18,1966,0,0,DEN,NE,1353.051,1458.546,0.441985478603255,10,24,0
1966-09-18,1966,0,0,MIN,IND,1528.561,1565.112,0.540850145586617,23,38,0
1966-09-18,1966,0,0,ARI,WSH,1442.32,1436.588,0.600408173803283,23,7,1
1966-09-18,1966,0,0,NYJ,TEN,1465.968,1448.868,0.616000278977882,52,13,1
1966-09-18,1966,0,0,DAL,NYG,1499.991,1456.529,0.651208935177425,52,7,1
1966-09-18,1966,0,0,BUF,MIA,1542.144,1275.398,0.870983584939127,58,24,1
1966-09-18,1966,0,0,CLE,GB,1582.318,1639.363,0.511446165142482,20,21,0
1966-09-18,1966,0,0,PIT,DET,1356.78,1519.485,0.362984190891518,17,3,1
1966-09-18,1966,0,0,PHI,ATL,1443.266,1288.225,0.780170084352307,23,10,1
1966-09-25,1966,0,0,GB,LAR,1646.479,1516.079,0.754880353097074,24,13,1
1966-09-25,1966,0,0,BUF,TEN,1550.116,1421.557,0.752914113993125,27,20,1
1966-09-25,1966,0,0,PIT,WSH,1392.885,1414.651,0.561899558491518,27,33,0
1966-09-25,1966,0,0,OAK,LAC,1463.067,1591.041,0.41035271055429,20,29,0
1966-09-25,1966,0,0,PHI,NYG,1453.813,1431.076,0.623646483715107,35,17,1
1966-09-25,1966,0,0,DAL,MIN,1525.444,1498.177,0.629746988635602,28,17,1
1966-09-25,1966,0,0,DET,ATL,1483.38,1277.677,0.82610809083853,28,10,1
1966-09-25,1966,0,0,IND,SF,1595.496,1514.227,0.698884598270545,36,14,1
1966-09-25,1966,0,0,DEN,NYJ,1329.545,1493.279,0.361615657513276,7,16,0
1966-09-25,1966,0,0,NE,KC,1482.052,1597.938,0.42728833061018,24,43,0
1966-09-25,1966,0,0,CLE,ARI,1575.202,1464.257,0.73357182829065,28,34,0
1966-09-30,1966,0,0,LAR,SF,1504.891,1496.521,0.604045846832255,34,3,1
1966-10-02,1966,0,0,WSH,PIT,1436.958,1370.578,0.680546422875792,24,10,1
1966-10-02,1966,0,0,LAC,MIA,1609.413,1267.426,0.912360668761092,44,10,1
1966-10-02,1966,0,0,MIN,CHI,1480.517,1536.014,0.513672506935576,10,13,0
1966-10-02,1966,0,0,DEN,TEN,1313.608,1412.112,0.451932771160242,40,38,1
1966-10-02,1966,0,0,NE,NYJ,1457.03,1509.217,0.518431034330925,24,24,0.5
1966-10-02,1966,0,0,GB,DET,1657.668,1492.499,0.790005616643602,23,14,1
1966-10-02,1966,0,0,ATL,DAL,1268.559,1543.105,0.230366352634405,14,47,0
1966-10-02,1966,0,0,PHI,ARI,1475.126,1495.288,0.564171207413307,10,41,0
1966-10-02,1966,0,0,NYG,CLE,1409.763,1544.171,0.401421767875913,7,28,0
1966-10-02,1966,0,0,KC,BUF,1622.96,1559.561,0.676804282236459,14,29,0
1966-10-08,1966,0,0,CLE,PIT,1568.228,1354.251,0.832844259235403,41,10,1
1966-10-08,1966,0,0,BUF,NE,1599.417,1456.468,0.767999698397105,10,20,0
1966-10-08,1966,0,0,KC,DEN,1583.104,1325.836,0.864727566202522,37,10,1
1966-10-08,1966,0,0,NYJ,LAC,1509.779,1614.672,0.442840333839664,17,16,1
1966-10-09,1966,0,0,ARI,NYG,1535.207,1385.706,0.774651823748192,24,19,1
1966-10-09,1966,0,0,OAK,MIA,1444.696,1262.167,0.806104098487026,21,10,1
1966-10-09,1966,0,0,SF,GB,1469.961,1666.422,0.319352216410376,21,20,1
1966-10-09,1966,0,0,WSH,ATL,1453.284,1253.725,0.820968654502065,33,20,1
1966-10-09,1966,0,0,DET,LAR,1483.744,1531.45,0.524867532223661,7,14,0
1966-10-09,1966,0,0,CHI,IND,1550.318,1613.202,0.503045131135361,27,17,1
1966-10-09,1966,0,0,DAL,PHI,1557.939,1435.207,0.746621181539654,56,7,1
1966-10-16,1966,0,0,PIT,PHI,1343.969,1416.942,0.488527944381213,14,31,0
1966-10-16,1966,0,0,TEN,NYJ,1399.883,1517.645,0.42464774352611,24,0,1
1966-10-16,1966,0,0,CHI,GB,1574.128,1656.387,0.475182712485112,0,17,0
1966-10-16,1966,0,0,IND,DET,1589.392,1461.742,0.751939377797907,45,14,1
1966-10-16,1966,0,0,ARI,DAL,1542.565,1576.205,0.545008504432938,10,10,0.5
